Id,SalePrice
1461,118962.51
1462,165572.56
1463,183356.67
1464,188949.7
1465,185588.47
1466,165932.83
1467,173249.25
1468,163620.17
1469,190482.89
1470,132520.66
1471,200248.86
1472,96662.35
1473,94066.77
1474,153232.66
1475,118084.35
1476,378473.34
1477,223665.88
1478,259899.42
1479,198871.55
1480,524032.34
1481,313954.72
1482,199943.73
1483,166164.97
1484,162475.27
1485,184141.92
1486,191407.22
1487,320439.56
1488,226798.23
1489,198809.72
1490,220573.4
1491,180513.47
1492,88034.31
1493,199578.33
1494,281949.06
1495,289966.53
1496,240710.08
1497,176024.88
1498,173788.22
1499,159248.38
1500,149192.17
1501,177054.92
1502,141027.61
1503,272163.53
1504,241138.81
1505,233358.47
1506,177602.69
1507,252478.42
1508,219637.22
1509,159744.1
1510,144364.02
1511,156710.69
1512,162200.47
1513,143993.45
1514,165215.47
1515,203613.89
1516,160486.36
1517,163190.69
1518,131005.21
1519,207413.52
1520,133910.25
1521,129386.85
1522,165700.05
1523,121412.555
1524,129809.92
1525,121457.61
1526,114379.234
1527,112289.68
1528,130374.8
1529,155483.73
1530,173199.69
1531,98349.42
1532,84602.89
1533,143170.9
1534,124310.766
1535,145198
1536,102187.9
1537,55013.91
1538,158402.73
1539,240587.06
1540,90383.414
1541,144563.38
1542,130565.55
1543,208559.6
1544,85284.34
1545,118946.4
1546,142162.05
1547,128102.81
1548,139533.27
1549,115838.15
1550,139957.75
1551,103401.734
1552,146620.52
1553,139003.73
1554,110527.484
1555,172284.39
1556,74389.32
1557,121328.64
1558,95923.74
1559,55266.43
1560,123529.945
1561,129938.484
1562,125388.19
1563,126502.1
1564,152498.48
1565,141802.14
1566,266230.8
1567,80730.445
1568,236041.92
1569,150731.73
1570,132998.34
1571,131698.56
1572,143191.27
1573,240484.75
1574,102277.11
1575,232689.12
1576,228831.36
1577,179711.3
1578,142660.22
1579,139627.25
1580,198039.36
1581,142701.03
1582,127645.26
1583,306054.34
1584,218162.12
1585,142517.16
1586,69852.78
1587,101611.625
1588,151896.4
1589,98546.02
1590,136389.12
1591,90992.98
1592,118227.46
1593,132431.33
1594,125443.69
1595,103710.56
1596,221691.97
1597,164546.39
1598,207033.88
1599,175497.55
1600,177160.66
1601,67679.27
1602,112874.19
1603,72291.63
1604,244833.92
1605,227535.27
1606,170841.64
1607,159708.61
1608,195506.56
1609,175289.47
1610,141541.52
1611,135574.2
1612,144433.02
1613,154826.89
1614,126805.16
1615,85139.36
1616,68346.97
1617,89137.82
1618,137136.08
1619,143724.28
1620,160070.14
1621,130483.39
1622,142226.19
1623,290640.66
1624,221713.95
1625,123052.805
1626,159716.98
1627,185667.78
1628,275375.12
1629,193085.7
1630,342416.44
1631,218052.3
1632,235382.61
1633,178540.27
1634,186001.67
1635,180235.66
1636,149107.4
1637,180782.9
1638,185267.5
1639,180138.56
1640,277065.53
1641,178871.42
1642,230318.62
1643,222853.17
1644,232412.11
1645,208959.17
1646,157082.66
1647,167770.03
1648,128591.69
1649,138055.81
1650,121753.45
1651,114927.914
1652,98414.35
1653,97508.14
1654,150838.86
1655,157450.42
1656,144205.38
1657,153638.12
1658,145207.69
1659,134030.36
1660,157713.27
1661,484703.3
1662,448006.66
1663,368706.38
1664,418369.75
1665,322628.97
1666,323772.8
1667,374263.1
1668,321168.62
1669,296086.3
1670,362707.03
1671,253156.89
1672,449573.56
1673,282353.47
1674,235493.75
1675,183430.31
1676,179853.95
1677,209416.4
1678,430099.47
1679,345436.28
1680,357047.3
1681,237384.67
1682,281346.84
1683,168603.94
1684,161161.67
1685,166659.66
1686,163647.17
1687,168515.2
1688,184097.14
1689,188728.02
1690,206912.1
1691,189804.69
1692,270853.6
1693,168927.12
1694,189098.42
1695,169523.77
1696,291995.06
1697,173216.7
1698,384791.06
1699,304065.28
1700,254287.38
1701,272596.8
1702,235884.4
1703,234392.05
1704,259843.66
1705,230791.58
1706,369960.62
1707,211899.11
1708,199011.38
1709,277934.1
1710,208193.34
1711,264949.44
1712,247136.89
1713,275699.66
1714,227076.56
1715,207831.5
1716,171910.52
1717,172030.23
1718,128785.73
1719,193753.27
1720,245595.36
1721,160240.75
1722,119901.16
1723,147436.03
1724,202699.22
1725,233800.88
1726,177552.39
1727,153283.95
1728,178425.55
1729,164127.94
1730,143074.4
1731,110619.33
1732,134263.33
1733,116779.09
1734,122451.555
1735,124959.39
1736,115404.48
1737,325817.75
1738,211441.28
1739,254125.67
1740,230325.66
1741,197287.22
1742,167810.69
1743,170508.61
1744,286530.62
1745,229376.5
1746,189289.69
1747,234881.66
1748,225525.05
1749,153030.53
1750,124068.32
1751,251057
1752,123043.06
1753,139209.22
1754,197512
1755,168893.61
1756,125038.91
1757,124217.14
1758,149317.16
1759,163345.77
1760,158956.3
1761,144018.73
1762,179617.23
1763,178694.61
1764,115091.45
1765,168378.97
1766,166202.22
1767,218838.1
1768,145987.34
1769,187930.03
1770,155360.7
1771,122491.03
1772,132315.94
1773,138086.38
1774,119008.24
1775,147898.92
1776,135277.02
1777,121636.47
1778,128794.08
1779,122610.24
1780,177577.78
1781,119178.266
1782,92367.414
1783,138867.92
1784,101591.664
1785,114612.14
1786,150696.38
1787,155848.92
1788,58028.02
1789,96794.73
1790,69287.04
1791,154057.17
1792,153917.66
1793,123244
1794,154227.11
1795,139842.88
1796,136731.52
1797,112434.02
1798,120581.38
1799,108213.67
1800,136663.98
1801,129149.54
1802,133522.97
1803,145057.23
1804,140988.08
1805,137699.61
1806,118083
1807,127280.46
1808,129323.57
1809,121761.12
1810,137649.72
1811,101344.805
1812,85361.16
1813,122418.98
1814,99870.49
1815,49883.793
1816,96212.52
1817,104027.84
1818,154662.8
1819,122075.05
1820,45345.83
1821,118365.32
1822,148272.47
1823,37382.547
1824,142943.08
1825,139166.34
1826,114274.56
1827,99625.06
1828,137428.3
1829,103854.47
1830,148246.6
1831,142048.06
1832,67795.3
1833,138791.52
1834,119542.414
1835,109906.06
1836,123195.82
1837,85146.266
1838,129597.66
1839,93091.336
1840,165582.52
1841,144151.19
1842,85784.79
1843,128394.27
1844,140913.06
1845,148740.4
1846,146133.33
1847,165158.75
1848,53624.555
1849,108007.16
1850,116680.69
1851,156841.2
1852,125587.69
1853,124654.445
1854,166533.98
1855,147108.36
1856,221833.66
1857,131848.23
1858,135604.84
1859,117372.305
1860,158035.9
1861,118024.68
1862,311071.22
1863,295048.44
1864,295293.62
1865,335841.22
1866,342062.3
1867,223299.3
1868,312199.7
1869,197986.86
1870,217313.23
1871,234697.81
1872,155799.6
1873,232090.06
1874,140835.95
1875,196326.05
1876,199204.67
1877,205095.62
1878,199815.06
1879,129356.26
1880,131694.92
1881,238874.2
1882,246484.66
1883,183113.95
1884,188156.17
1885,246224.34
1886,310410.1
1887,211849.2
1888,255181.61
1889,150205.95
1890,121634.03
1891,135883.44
1892,109436.87
1893,133578.5
1894,118584.74
1895,134790.88
1896,129250.945
1897,114483.125
1898,112340.13
1899,167914.9
1900,145169.33
1901,175628.81
1902,140197.27
1903,202670.4
1904,145083.25
1905,184047.28
1906,165132.61
1907,212837.84
1908,107921.38
1909,131699.19
1910,114349.78
1911,228419.94
1912,323591.6
1913,135092.02
1914,48251.117
1915,347274.44
1916,76114.586
1917,245876.34
1918,144888.14
1919,173711
1920,136686.4
1921,416406.94
1922,309499.94
1923,226312.97
1924,234440.78
1925,196489.95
1926,387453.78
1927,131053.82
1928,148276.58
1929,118947.305
1930,137879.5
1931,143503.64
1932,139613.67
1933,177768.06
1934,181433.72
1935,171844.12
1936,187161.66
