Id,SalePrice
1461,117299.5644
1462,159248.1209
1463,180236.9589
1464,195755.8304
1465,191871.4245
1466,170406.4763
1467,183676.0394
1468,159918.7351
1469,195158.4477
1470,117504.1342
1471,200306.1608
1472,97945.75115
1473,95793.89233
1474,150409.2512
1475,114697.2784
1476,357789.7586
1477,244869.394
1478,294755.9099
1479,291119.3803
1480,449385.8205
1481,308782.0319
1482,208638.5088
1483,183807.631
1484,161550.5856
1485,194852.1131
1486,197654.3274
1487,323617.8663
1488,232397.8274
1489,192930.3582
1490,236817.8551
1491,196238.8337
1492,98017.28341
1493,187347.2644
1494,287021.9137
1495,303458.1695
1496,236557.1239
1497,184334.826
1498,160991.2184
1499,162934.2395
1500,154416.9176
1501,171501.7718
1502,148037.6414
1503,286351.5193
1504,238306.1053
1505,223876.7554
1506,192563.175
1507,241807.2997
1508,201612.1103
1509,163317.6859
1510,144294.3821
1511,147596.0172
1512,175626.2513
1513,164880.6045
1514,157761.3468
1515,199262.6592
1516,156722.8655
1517,177291.9779
1518,137016.2118
1519,218139.1117
1520,129333.4763
1521,132669.4403
1522,177384.445
1523,114061.5412
1524,128071.0212
1525,119932.3355
1526,116598.1166
1527,112571.7361
1528,139961.9925
1529,145908.1237
1530,176128.2073
1531,107213.9423
1532,92467.38365
1533,138797.4852
1534,128815.4152
1535,150047.7374
1536,108045.2301
1537,66026.41784
1538,156587.4213
1539,208565.7258
1540,97003.93456
1541,139682.2149
1542,141557.6649
1543,178621.7245
1544,85709.10715
1545,115437.9441
1546,135503.0053
1547,121177.8448
1548,133428.8138
1549,115602.4017
1550,131873.6268
1551,110264.397
1552,127937.7705
1553,143510.6358
1554,121106.101
1555,165570.3573
1556,91132.96482
1557,113628.5703
1558,104637.7634
1559,63779.48883
1560,129176.5281
1561,126876.0327
1562,126118.8889
1563,120283.0843
1564,163284.5303
1565,151235.4334
1566,238858.1411
1567,83070.58089
1568,224687.0916
1569,124618.4576
1570,141366.8737
1571,133563.9188
1572,144739.5117
1573,237451.6669
1574,122314.0692
1575,227514.332
1576,244999.7793
1577,176236.372
1578,153214.3219
1579,146588.0254
1580,192760.9637
1581,154556.7874
1582,120517.4069
1583,298107.4246
1584,214907.1052
1585,135003.2541
1586,66787.70906
1587,110422.6693
1588,148237.5588
1589,102209.77
1590,136450.6698
1591,93637.89586
1592,114774.2967
1593,120961.167
1594,121349.168
1595,113488.6466
1596,215738.359
1597,188849.9286
1598,231289.7565
1599,170128.1199
1600,161720.6859
1601,61558.94577
1602,111599.8918
1603,68751.06714
1604,254519.8172
1605,246953.6919
1606,175140.2796
1607,175732.375
1608,212144.6233
1609,185361.7043
1610,153043.0877
1611,144738.049
1612,171805.8826
1613,162628.8829
1614,122973.6561
1615,92981.20391
1616,82354.63241
1617,94414.69834
1618,121617.3393
1619,131494.7185
1620,153006.1824
1621,138126.7636
1622,140677.0826
1623,266472.0385
1624,214744.2408
1625,120112.0341
1626,177784.1365
1627,190790.0536
1628,281865.4765
1629,188439.7995
1630,348696.1314
1631,217381.6069
1632,246352.5326
1633,176337.6886
1634,182964.2473
1635,172607.982
1636,155128.6671
1637,188057.8528
1638,193357.2056
1639,192184.9582
1640,256131.2633
1641,192500.9539
1642,239700.2382
1643,216559.8378
1644,232016.802
1645,199481.9073
1646,162076.4947
1647,166319.7717
1648,130320.3363
1649,136722.1153
1650,112220.0216
1651,118915.8997
1652,99047.34181
1653,100953.1849
1654,145102.0108
1655,136677.2094
1656,142034.6499
1657,146836.3027
1658,146141.6518
1659,118874.94
1660,159823.9685
1661,427732.0051
1662,396920.4558
1663,371103.2725
1664,514162.3679
1665,305591.0696
1666,335229.4965
1667,383850.8721
1668,336691.985
1669,314505.5027
1670,352956.2039
1671,255271.846
1672,426038.1724
1673,276453.8238
1674,233441.0775
1675,192923.7159
1676,190716.6274
1677,219764.6932
1678,461622.8128
1679,384218.5182
1680,331731.4873
1681,255261.6779
1682,314969.1497
1683,184535.0311
1684,180864.5329
1685,174016.5179
1686,168631.2059
1687,180056.4274
1688,192857.0931
1689,194501.0921
1690,197895.2328
1691,187273.5902
1692,268505.316
1693,174664.5823
1694,180925.6687
1695,171400.9562
1696,265054.1929
1697,177055.2845
1698,341766.968
1699,285418.3425
1700,249849.8753
1701,276461.6092
1702,235782.9047
1703,236069.6123
1704,272093.8642
1705,233216.6321
1706,148366.1229
1707,216880.0948
1708,198785.9137
1709,258117.0403
1710,213616.6888
1711,274217.9284
1712,248262.8005
1713,283835.4231
1714,226146.0501
1715,205282.6822
1716,180482.3775
1717,173751.6135
1718,136023.6887
1719,208903.822
1720,238347.6821
1721,160962.1002
1722,121525.6377
1723,150880.2475
1724,206359.5885
1725,229673.1929
1726,184390.4781
1727,158843.095
1728,171901.5166
1729,165369.8218
1730,158237.4038
1731,121597.5233
1732,123031.2473
1733,112524.8858
1734,124338.798
1735,124426.3436
1736,108582.1912
1737,306537.0171
1738,257027.8789
1739,234478.8148
1740,203623.6589
1741,184698.034
1742,171421.0133
1743,181873.5759
1744,320328.4711
1745,209362.8041
1746,216359.3034
1747,219214.1834
1748,214187.7873
1749,149856.5979
1750,136678.9408
1751,252323.3052
1752,114984.9935
1753,152972.5604
1754,196496.9647
1755,171711.6221
1756,119398.759
1757,117112.8213
1758,145714.0073
1759,162485.8457
1760,156379.6865
1761,150672.654
1762,171067.5408
1763,192982.9811
1764,111887.7028
1765,133603.1952
1766,193388.4704
1767,227140.9735
1768,140714.4972
1769,175226.474
1770,154089.0748
1771,123743.792
1772,133520.9971
1773,124024.9508
1774,142946.1084
1775,137156.5894
1776,131819.9676
1777,108804.7236
1778,141416.5579
1779,114997.6596
1780,175168.4165
1781,126728.5762
1782,85228.38822
1783,147333.7846
1784,110041.2772
1785,126813.0267
1786,140335.9008
1787,175761.0423
1788,59704.83899
1789,102959.161
1790,79475.71021
1791,174066.764
1792,155474.8634
1793,136017.5521
1794,156947.0415
1795,136374.4856
1796,134090.4691
1797,112981.5847
1798,118962.3881
1799,106662.8949
1800,131530.3245
1801,124878.3748
1802,144414.3418
1803,156740.1176
1804,139729.6234
1805,139143.1127
1806,126468.3984
1807,135616.4965
1808,136641.3255
1809,127287.912
1810,132027.8404
1811,97828.19905
1812,100763.7483
1813,121766.818
1814,93414.43461
1815,54225.6627
1816,100494.3961
1817,112765.1583
1818,147157.2285
1819,130649.9444
1820,52878.79079
1821,128662.4745
1822,152739.9199
1823,45708.03886
1824,135586.7622
1825,143479.0138
1826,104673.5939
1827,102258.339
1828,131396.8236
1829,127412.3463
1830,139254.5837
1831,156530.7107
1832,81825.13401
1833,145950.0638
1834,124806.9482
1835,123843.0569
1836,128825.5853
1837,81626.77947
1838,127583.2344
1839,98897.2987
1840,149776.6113
1841,134287.6778
1842,97022.90516
1843,125601.7379
1844,146431.5419
1845,151681.1384
1846,152442.405
1847,175452.8232
1848,51822.68583
1849,116247.0076
1850,117434.8075
1851,155747.6891
1852,120713.7052
1853,125182.7046
1854,169948.8275
1855,156141.3907
1856,221882.586
1857,154596.3688
1858,144069.6824
1859,131451.5133
1860,145188.4973
1861,130568.1045
1862,304713.1294
1863,287718.8252
1864,287820.7696
1865,344206.4859
1866,337267.4376
1867,222611.5413
1868,291528.512
1869,200628.5136
1870,226209.2442
1871,250700.1883
1872,173959.8142
1873,226789.5053
1874,148164.6283
1875,204535.6892
1876,196767.9867
1877,219242.9995
1878,202587.5545
1879,126181.751
1880,132874.6511
1881,244555.5264
1882,240405.5995
1883,190115.9204
1884,205350.9858
1885,249788.2842
1886,294560.0769
1887,214749.4213
1888,268259.6141
1889,170349.5137
1890,115088.8413
1891,138070.2532
1892,96381.76865
1893,132253.7443
1894,124994.121
1895,139389.8475
1896,128780.6354
1897,117224.9353
1898,117427.8389
1899,170840.8695
1900,154649.5422
1901,162205.3346
1902,153143.9339
1903,205361.641
1904,142817.5207
1905,192884.58
1906,99850.83194
1907,217908.1229
1908,111213.012
1909,127725.8795
1910,119552.3339
1911,225356.973
1912,341247.1284
1913,148666.4656
1914,52171.8142
1915,305980.3821
1916,68099.60872
1917,247014.1789
1918,141366.3902
1919,180318.5988
1920,158406.8479
1921,386730.5419
1922,326704.4958
1923,237016.0085
1924,214575.1914
1925,201422.5191
1926,378365.9067
1927,132893.8329
1928,164302.4175
1929,121088.0508
1930,139306.7907
1931,136855.6224
1932,140111.4783
1933,172504.9959
1934,182320.4719
1935,165289.2114
1936,193744.3579
1937,181456.937
1938,172671.3887
1939,231910.919
1940,188031.9754
1941,173121.1941
1942,183206.2761
1943,205930.2052
1944,338524.0312
1945,384803.4988
1946,145135.2026
1947,108871.6886
1948,174321.5195
1949,250251.5189
1950,194940.1459
1951,255162.81
1952,219543.3513
1953,168042.0347
1954,193670.9949
1955,137500.9591
1956,287670.5307
1957,159749.1927
1958,290897.8747
1959,143133.6805
1960,112906.6799
1961,115096.6422
1962,100812.7444
1963,104886.0678
1964,106591.6495
1965,142063.6846
1966,137596.6816
1967,294133.5595
1968,408717.2127
1969,385308.4173
1970,408630.6795
1971,458631.7264
1972,373115.4516
1973,254765.8413
1974,329571.8383
1975,498372.9545
1976,267629.3302
1977,342574.3413
1978,329924.2525
1979,320094.8824
1980,201961.1556
1981,354569.5692
1982,217959.168
1983,201075.6835
1984,172573.6158
1985,224680.5088
1986,213667.2346
1987,184936.1616
1988,174109.0722
1989,195237.7407
1990,206668.9202
1991,230523.7943
1992,214412.6706
1993,173085.718
1994,237394.1698
1995,184752.1186
1996,247768.3599
1997,329275.3724
1998,320379.2822
1999,276765.6705
2000,303460.9738
2001,256246.9512
2002,247848.7343
2003,249184.2284
2004,271239.1807
2005,231428.6824
2006,221150.3752
2007,247505.0123
2008,212910.5318
2009,190726.643
2010,197264.7441
2011,137246.3744
2012,172279.6013
2013,175679.095
2014,188220.8722
2015,206218.6658
2016,187421.5737
2017,193293.3525
2018,110589.8367
2019,131435.9618
2020,105307.4233
2021,100003.3966
2022,186956.9934
2023,146796.391
2024,265638.3691
2025,328767.9214
2026,173186.2738
2027,155606.7871
2028,160158.1176
2029,162264.7493
2030,273199.1989
2031,240596.7609
2032,263450.1288
2033,264650.0816
2034,175160.2498
2035,218616.8592
2036,205986.3537
2037,210294.6676
2038,312679.8786
2039,218172.9829
2040,289884.748
2041,285755.7709
2042,207573.4205
2043,178466.1994
2044,177233.8968
2045,213496.3993
2046,147723.4726
2047,147146.4634
2048,139126.8532
2049,148788.489
2050,182179.8023
2051,104677.942
2052,124363.1546
2053,146045.2496
2054,92153.30634
2055,159644.7695
2056,153724.9573
2057,111628.3739
2058,215313.6208
2059,128487.98
2060,174170.996
2061,183974.7718
2062,128338.2062
2063,116518.8503
2064,135252.9818
2065,118561.8728
2066,178930.2738
2067,111586.3901
2068,146714.4163
2069,90368.23383
2070,120669.3232
2071,93639.12246
2072,144180.7792
2073,136391.5946
2074,187878.4763
2075,149989.8447
2076,114215.4976
2077,144087.6052
2078,123505.5553
2079,134401.6496
2080,119051.8836
2081,130296.1105
2082,116970.9176
2083,148719.3099
2084,106453.5108
2085,115691.1295
2086,121052.9234
2087,127941.3166
2088,102130.1449
2089,78760.91012
2090,124257.076
2091,103746.7689
2092,126274.7268
2093,117989.5913
2094,117038.8867
2095,138317.6031
2096,91317.77561
2097,98752.96102
2098,145655.7921
2099,50350.13628
2100,79822.25984
2101,113997.6995
2102,129327.6265
2103,106949.4767
2104,144238.2933
2105,129634.553
2106,69096.8977
2107,183056.3819
2108,114869.9291
2109,112211.8757
2110,134912.774
2111,146075.9632
2112,136429.2135
